i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
208,TCGA-50-5055-01A-01R-1628-07,4.721022838046076e-07,3.7756709113772275e-05,4.7210266416310967e-07,0.5873332217381372,4.721053888630845e-07,4.721016066328184e-07,4.721477911528504e-07,4.7209659696743655e-07,4.720982031191069e-07,4.721073726007301e-07,0.01886642798560182,4.72095171384751e-07,4.7209759242110587e-07,4.7210400760297144e-07,4.110595651052879e-05,0.001490702609479781,4.7211834109288774e-07,4.720998024681987e-07,0.10529789475980118,4.7212740465731513e-07,4.720989223081909e-07,4.7210033781763657e-07,4.721419368214975e-07,4.7210212114965623e-07,4.7212528149002255e-07,4.7210172523452024e-07,4.7209572293824e-07,4.720958041365528e-07,4.721081115465109e-07,4.7210294455689005e-07,4.721008548139665e-07,4.7210194695366367e-07,4.7210203086577234e-07,4.7210238685151526e-07,0.09737651646453377,4.721014135829221e-07,0.0740721507435533,4.721144995789607e-07,4.7210303166561716e-07,4.7210296943089685e-07,4.7209948648369153e-07,4.7210920614647216e-07,0.11541757847383362,4.7209587966000673e-07,4.0665131146740126e-05,4.721121378515368e-07,4.720970994273881e-07,4.7209471134111804e-07,4.720996330741471e-07,4.7209383274717996e-07,4.72093384819306e-07,4.720978700212912e-07,4.856360044571221e-07,4.721025935356551e-07,4.720972347247738e-07,4.720997400263513e-07,4.722051919606508e-07,4.7210939518123994e-07,4.720997563540336e-07,4.7215284227556156e-07,4.721074230812299e-07,4.721076056741963e-07,4.721122088823868e-07,4.720951093011859e-07,4.7210367249685235e-07
209,TCGA-55-7903-01A-11R-2170-07,4.0777987868937105e-07,4.32657461330962e-05,4.077813434145755e-07,0.29098507037035604,4.0778467654254063e-07,4.077814137416177e-07,4.0779326447040325e-07,4.077776801380667e-07,4.077787431400292e-07,4.0778710031459787e-07,0.0027885883465352582,4.077757566615239e-07,4.077773061662907e-07,4.077818765927645e-07,7.665289363070348e-05,0.0025710004866117517,4.077943935387005e-07,4.077804210786876e-07,0.1711682523087147,4.0780189673303087e-07,4.0777835040559263e-07,4.077782355633963e-07,4.0792468036535427e-07,4.0777899462229485e-07,4.0780007080629577e-07,4.0778022437706845e-07,4.077780310705435e-07,4.0777744861626144e-07,4.0778782816117124e-07,4.077822691790065e-07,4.077791020694851e-07,4.077811662566402e-07,4.077803440285467e-07,4.077810160801411e-07,0.1282165120004594,4.07780564423941e-07,0.4028018809700268,4.077889494742392e-07,4.0778036834917364e-07,4.077825097836952e-07,4.0777947898457694e-07,4.077818902214951e-07,0.001237724736998133,4.0777648247777715e-07,8.861565035320581e-05,4.077882110151767e-07,4.077785229962769e-07,4.0777463893520775e-07,4.077806412842337e-07,4.077753867053265e-07,4.0777613767250475e-07,4.077785722852761e-07,4.159162637885025e-07,4.077828520701432e-07,4.077770262797761e-07,4.077807271960856e-07,4.078524748184355e-07,4.0778925109740896e-07,4.077780532872538e-07,4.079085104538895e-07,4.0778553287535124e-07,4.0778703079530486e-07,4.077870232373379e-07,4.077765246733574e-07,4.0778304276187214e-07
210,TCGA-86-8278-01A-11R-2287-07,4.961304265740202e-07,4.895987698727851e-06,4.961311226028839e-07,0.4756101626856406,4.961348526644109e-07,4.961303879120594e-07,4.961495327895228e-07,4.961258741115038e-07,4.961273503322836e-07,4.961356463533761e-07,0.005138946938148339,4.961241113853557e-07,4.961259474534629e-07,4.961318759229023e-07,8.105708947826866e-06,0.0013923171985313764,4.961446459223869e-07,4.961292426176251e-07,0.1776785838648985,4.961526105481268e-07,4.961273934145841e-07,4.961269318302843e-07,4.962276545081964e-07,4.961304163663888e-07,4.961535427655921e-07,4.96129284530058e-07,4.961252302935268e-07,4.961247466690267e-07,4.961360331695003e-07,4.961321798533111e-07,4.961276548501813e-07,4.961296804953485e-07,4.961299482201473e-07,4.961306336566935e-07,0.20450131725969478,4.961292046393969e-07,0.13165846705711842,4.961424705985374e-07,4.961313845438945e-07,4.961371883295942e-07,4.96127286508848e-07,4.961336989789516e-07,0.0039713988346482465,4.961249621884836e-07,8.463168376006172e-06,4.961400239449397e-07,4.961271041060578e-07,4.961230915233872e-07,4.961290196627675e-07,4.961236213610802e-07,4.961233451246408e-07,4.96127314854507e-07,5.499204702533613e-07,4.961312677960612e-07,4.961254704785311e-07,4.961288264934946e-07,4.962532123550034e-07,4.961388795207624e-07,4.961297909600759e-07,4.961743755592759e-07,4.961361808270641e-07,4.961367121106695e-07,4.96138398009509e-07,4.961247986264682e-07,4.961332401085913e-07
211,TCGA-49-6745-01A-11R-1858-07,5.474303383855265e-07,0.0037537009863581492,5.474311845456371e-07,0.48724339857264254,5.474349004380014e-07,5.474295170412738e-07,5.474711175610311e-07,5.474237304745734e-07,5.474252625254202e-07,5.47442343459529e-07,0.01098299747493669,5.474211304323451e-07,5.47424219373248e-07,5.474323924366206e-07,0.0043709886006916485,0.020568293704725505,5.474622102670802e-07,5.474277980954084e-07,0.06963779466821174,5.474702957778484e-07,5.474270959696349e-07,5.47426572516229e-07,5.474776905394216e-07,5.47428880122463e-07,5.474721204002098e-07,5.474293413083653e-07,5.474250922506932e-07,5.474234597067823e-07,5.474443256391202e-07,5.474305715233806e-07,5.474299061514107e-07,5.474301197323557e-07,5.474293612624667e-07,5.474303761579684e-07,0.15864710438648205,5.474300453196574e-07,0.2194106800231656,5.474470250329049e-07,5.474307222761555e-07,5.474329927336315e-07,5.474276788905831e-07,5.47436764475701e-07,0.0208851661168427,5.474224786414915e-07,0.004469750515510033,5.474423489426749e-07,5.47424731702898e-07,5.474203962477305e-07,5.47427693703769e-07,5.474202516792131e-07,5.474207282567788e-07,5.474249300185572e-07,5.632907665990683e-07,5.474307069260872e-07,5.474238577994845e-07,5.474291409402869e-07,5.475832143775257e-07,5.474428006892257e-07,5.474263087374348e-07,5.475073080002192e-07,5.474398654732681e-07,5.474367056987282e-07,5.474451916454861e-07,5.47422199034453e-07,5.474322252106752e-07
212,TCGA-55-8620-01A-11R-2403-07,4.70192786267605e-07,0.0001309835290645305,4.7020977463384614e-07,0.231659895297369,4.7024825963574773e-07,4.7022052407845683e-07,4.703717474738545e-07,4.701800722545529e-07,4.701980417291086e-07,4.7025798337981155e-07,0.0064907514645437935,4.7015774852183027e-07,4.7016555937103555e-07,4.702135331733612e-07,0.00015366639662420053,0.0011980388969487557,4.7031230217193876e-07,4.7021787138181544e-07,0.19747472719955533,4.704187886513155e-07,4.7016855896614906e-07,4.70180681097233e-07,5.575534850844565e-07,4.70256949110684e-07,4.703789310127129e-07,4.7018539467408727e-07,4.701784207777669e-07,4.701519731472141e-07,4.702626212666292e-07,4.7025000206621476e-07,4.702053561376862e-07,4.7021432692874526e-07,4.701941093549955e-07,4.7020146965782643e-07,0.4103626904368039,4.7019698869154665e-07,0.1502506280218027,4.7030381439833364e-07,4.702009598087078e-07,4.702975548095745e-07,4.701858835781054e-07,4.702021130273328e-07,0.002039047401200801,4.701533766839205e-07,0.00018266651487239586,4.703089423328189e-07,4.701798046989082e-07,4.701260728050784e-07,4.702353828212618e-07,4.7015836825285493e-07,4.7017088907762504e-07,4.701862089853443e-07,3.140554628244387e-05,4.7023063197360975e-07,4.701483277357539e-07,4.7033774132686623e-07,4.709839011273051e-07,4.703289267220541e-07,4.702443374881701e-07,4.891476585102847e-07,4.702309191673334e-07,4.7030592307930686e-07,4.7026533925955696e-07,4.7017766368047126e-07,4.7023993022934684e-07
213,TCGA-62-8397-01A-11R-2326-07,2.2067313586377134e-07,5.709732924174246e-06,2.2067392849891078e-07,0.08976295149405036,2.2067539969877288e-07,2.2067396157584558e-07,2.2067959501042282e-07,2.2067219751473806e-07,2.2067260366636002e-07,2.2067665721687097e-07,0.0017382041695112663,2.2067146421717125e-07,2.2067195215296673e-07,2.2067400233314347e-07,1.1461599962544663e-05,0.0024230381966647537,2.206795108720292e-07,2.2067362073078298e-07,0.09616227200115095,2.206836560013183e-07,2.2067260883790054e-07,2.2067213967872857e-07,2.206899796424956e-07,2.2067328652046785e-07,2.2068181217597588e-07,2.2067341536420157e-07,2.2067243052839162e-07,2.2067232263258187e-07,2.2067711261405486e-07,2.2067450208750184e-07,2.20672622398113e-07,2.206738312150846e-07,2.2067360655782978e-07,2.206735164998411e-07,0.04340039896544731,2.2067337914908058e-07,0.7650509049876681,2.206773814132289e-07,2.2067370560235948e-07,2.2067472655188378e-07,2.2067313910921577e-07,2.2067390372148909e-07,0.0014174795183933546,2.206716935228847e-07,1.5436631874796677e-05,2.2067724769114475e-07,2.2067291817318115e-07,2.2067068635560013e-07,2.2067373424409777e-07,2.2067118442331463e-07,2.206718663824867e-07,2.2067290004218247e-07,2.2621729518349535e-07,2.2067469538337292e-07,2.2067185915360693e-07,2.2067416027679775e-07,2.2070487564980107e-07,2.2067789125681392e-07,2.2067275380255335e-07,2.2069976128518487e-07,2.2067607194070908e-07,2.206767450752462e-07,2.2067648195709591e-07,2.206718382470433e-07,2.2067458453643238e-07
214,TCGA-49-AAR3-01A-11R-A41B-07,4.0819967479123206e-07,8.099494614956267e-07,4.0820094783378594e-07,0.3097537438259118,4.0820391442132983e-07,4.082013087482004e-07,4.082129451691139e-07,4.0819781250403306e-07,4.081985392081539e-07,4.082051606586431e-07,0.002242620862290394,4.081960859706456e-07,4.0819776759683907e-07,4.082012820087084e-07,1.385512503272138e-06,0.00017805636021852312,4.082091728588468e-07,4.08200866292611e-07,0.0421575864599463,4.0821696401056635e-07,4.0819811640353895e-07,4.081981037591921e-07,4.0823633582841993e-07,4.082015882832177e-07,4.08213466172173e-07,4.081992214263512e-07,4.0819786900888745e-07,4.081972742049169e-07,4.0820488221866626e-07,4.0820235252287e-07,4.081992513245943e-07,4.082002927581295e-07,4.082003640120377e-07,4.082001653846876e-07,0.21885773486710758,4.0819981426968457e-07,0.42566585264284273,4.0820702416539867e-07,4.082002017607234e-07,4.0820353194915517e-07,4.081993766385851e-07,4.0820004881397545e-07,0.0011179530445902383,4.0819690194002546e-07,1.7967096904881645e-06,4.08207641488647e-07,4.081989341689073e-07,4.081949730731026e-07,4.0820066326626495e-07,4.0819580250955176e-07,4.081967069721713e-07,4.0819860285418336e-07,4.167581359621369e-07,4.0820276974144955e-07,4.0819663192122247e-07,4.0820112496582145e-07,4.082461692174021e-07,4.08207565791289e-07,4.0819852919353917e-07,4.082472715384844e-07,4.082039246775766e-07,4.082066660334175e-07,4.0820527136257814e-07,4.0819670617649406e-07,4.082027213815264e-07
215,TCGA-62-8402-01A-11R-2326-07,5.509264282946923e-07,9.495124773194802e-07,5.509276560965071e-07,0.3455038619998698,5.509314970443747e-07,5.509284551481837e-07,5.509512363856664e-07,5.509243932028873e-07,5.50924720941204e-07,5.509327132341326e-07,0.003930244194816017,5.509236000607009e-07,5.509238721608731e-07,5.509284807739727e-07,1.1777134021752097e-06,0.00011285514605545186,5.509380266412739e-07,5.509270927916308e-07,0.3194368711640049,5.509491496637492e-07,5.509232829407703e-07,5.509247966069482e-07,5.511417628878694e-07,5.509275093221954e-07,5.509453155162527e-07,5.509252908743412e-07,5.509223338646017e-07,5.509215116879803e-07,5.509318303492624e-07,5.509311360850371e-07,5.509322465228725e-07,5.509271851827067e-07,5.509268723156041e-07,5.509264880341082e-07,0.16936723103535864,5.50926807473822e-07,0.15987884880289843,5.509371760573243e-07,5.509279333841375e-07,5.509301865399345e-07,5.509249071704903e-07,5.509296461645923e-07,0.0017360341069431581,5.509215116228859e-07,1.3281314292173398e-06,5.509388651026422e-07,5.509238146874812e-07,5.509197758974084e-07,5.509276090909487e-07,5.509241328932737e-07,5.509216076969639e-07,5.509246716101826e-07,8.476983285345241e-07,5.509298537493664e-07,5.509218257610145e-07,5.509264640267989e-07,5.509869511346218e-07,5.50936156977734e-07,5.509267601228279e-07,5.509906293947923e-07,5.509308590538313e-07,5.509354756855152e-07,5.509336258329285e-07,5.509221867767467e-07,5.509300978266701e-07
216,TCGA-67-6215-01A-11R-1755-07,5.017917078870377e-07,7.906940619705459e-05,5.017926802164311e-07,0.25523341002864286,5.017965777935623e-07,5.017918200071522e-07,5.01811187041522e-07,5.017875676879176e-07,5.017889900576642e-07,5.017995767304968e-07,0.006800813314390983,5.017848838068376e-07,5.017876561829762e-07,5.017938646150111e-07,0.00013830494160212544,0.005963373255985543,5.018109217572753e-07,5.017908717377475e-07,0.4339220801318436,5.018213680100723e-07,5.017889802198515e-07,5.017891449897476e-07,5.021515954260916e-07,5.017897124064852e-07,5.018207067663775e-07,5.017910948028931e-07,5.01787575396458e-07,5.017866289770682e-07,5.01799743218691e-07,5.017933766014228e-07,5.017908409794989e-07,5.017921302891146e-07,5.017915363434893e-07,5.017925310099727e-07,0.08850450049421033,5.017917701004499e-07,0.2054203032958738,5.018036961436647e-07,5.017920047791981e-07,5.017938966809886e-07,5.017895352256791e-07,5.017957431670686e-07,0.003776921516005627,5.017862407588422e-07,0.0001336096833876184,5.018025423939726e-07,5.017880213987758e-07,5.017839915310121e-07,5.017910921803604e-07,5.017843981519681e-07,5.017848106874098e-07,5.017886011336143e-07,5.162353171248425e-07,5.017937810389412e-07,5.017871545773043e-07,5.017916029716021e-07,5.019025992777679e-07,5.018022237150236e-07,5.017897645078979e-07,5.021579803817888e-07,5.017987475422109e-07,5.017995027463648e-07,5.018012799740764e-07,5.017857907802366e-07,5.017945005718968e-07
217,TCGA-97-8177-01A-11R-2287-07,3.671059629423024e-07,0.0013356765758891025,3.6710631599005275e-07,0.34621011647433547,3.6710861439155984e-07,3.6710442098024957e-07,3.671322786050394e-07,3.6710129863867814e-07,3.671031138798125e-07,3.671125712413459e-07,0.07229005513362931,3.670996336578829e-07,3.6710191757724297e-07,3.6710723885985395e-07,0.0013284671291488275,0.01579956208431595,3.671245544571803e-07,3.671038127070508e-07,0.23071834082067935,3.671309489239183e-07,3.671040035534017e-07,3.6710506100171385e-07,3.671335820039074e-07,3.6710458190245664e-07,3.6713058670424e-07,3.671056524737299e-07,3.671015989114335e-07,3.6710120718947924e-07,3.671138935389623e-07,3.671060109992553e-07,3.671048756292331e-07,3.6710695281679384e-07,3.6710572922895155e-07,3.671065861863743e-07,0.12316920386252972,3.671056039580449e-07,0.17933968809203046,3.671184695635787e-07,3.6710709824870747e-07,3.6710608645060067e-07,3.6710371193840743e-07,3.6711792571744486e-07,0.02846957113037156,3.671007157058066e-07,0.0013191147943095753,3.671149335623924e-07,3.671017675463721e-07,3.6709901383121203e-07,3.6710386945322865e-07,3.6709864549376246e-07,3.670990424534425e-07,3.671027311799189e-07,3.7992628279033246e-07,3.6710625431616757e-07,3.671018087275375e-07,3.6710448907827096e-07,3.6719753025943057e-07,3.671133930822209e-07,3.671036869148026e-07,3.671509948559627e-07,3.6711238057756706e-07,3.671107544994164e-07,3.6711536099377603e-07,3.671002228996429e-07,3.6710698153311827e-07
218,TCGA-05-5429-01A-01R-1628-07,3.8565625642194036e-07,7.354394718788476e-07,3.856553964083903e-07,0.2769022912506606,3.856574200018373e-07,3.85655544061629e-07,3.857295076089618e-07,3.8565300907474407e-07,3.856522548492957e-07,3.8565805304419585e-07,0.005192496126191834,3.8565020253884695e-07,3.8565439183652223e-07,3.856579372292043e-07,1.0494406774681294e-06,8.240714155384997e-05,3.8566457528143114e-07,3.8565561305720235e-07,0.5525012482200331,3.856722921160863e-07,3.8565291455401873e-07,3.856541779599913e-07,3.856826604739824e-07,3.8566291600731854e-07,3.856727518506448e-07,3.8565410766344886e-07,3.856507709323446e-07,3.856504621866505e-07,3.8565711312861325e-07,3.856572399166774e-07,3.856566177026057e-07,3.856541608410387e-07,3.856560106067249e-07,3.8565601416942334e-07,0.14228431183196516,3.8565568014553675e-07,0.017640184223846028,3.856617100920177e-07,3.856566738783098e-07,3.856573583688594e-07,3.856528951656189e-07,3.856588311695399e-07,0.005373172720032548,3.856518567754712e-07,8.818717570031499e-07,3.856635734087875e-07,3.8565211541061395e-07,3.8565117315105116e-07,3.8565449525792785e-07,3.8564994680150003e-07,3.8564915134117635e-07,3.8565258034989375e-07,3.961231317236509e-07,3.856559546361707e-07,3.8565290420793003e-07,3.8565396536004697e-07,3.856964419004781e-07,3.856605033799034e-07,3.8565685078333616e-07,3.856866012347493e-07,3.85657280908817e-07,3.8566150184324583e-07,3.8566121298054453e-07,3.856503021881217e-07,3.8565874635296544e-07
219,TCGA-86-7701-01A-11R-2170-07,4.018723225193953e-07,1.13618173788671e-06,4.01873447410687e-07,0.16952324480167613,4.018770331410125e-07,4.018740285212597e-07,4.0189024956780516e-07,4.018700438558659e-07,4.0187182145323227e-07,4.0187818609833436e-07,0.002594070864936216,4.0186888452097996e-07,4.018699753393072e-07,4.018740643431367e-07,1.9555879178335737e-06,0.00024640758613542896,4.018821956556431e-07,4.018732223886477e-07,0.3911339887887119,4.018908358676265e-07,4.018709876320396e-07,4.018711850519022e-07,4.019126681275978e-07,4.018729460988614e-07,4.018883094275341e-07,4.018724276555189e-07,4.01870335360736e-07,4.0186961827431403e-07,4.0187816098724564e-07,4.018754970234318e-07,4.0187298945891046e-07,4.018731953904792e-07,4.0187302211295204e-07,4.0187261225490587e-07,0.1370109301286349,4.018727282756347e-07,0.2972165016337453,4.018807100522281e-07,4.018729694690467e-07,4.0187645305293267e-07,4.018721560842017e-07,4.018729243469375e-07,0.0022471740106966153,4.018691468252742e-07,2.478281133862902e-06,4.0188045771007324e-07,4.0187145962669774e-07,4.018674587856446e-07,4.0187345228809424e-07,4.018685546924511e-07,4.0186944462064505e-07,4.0187153452549203e-07,4.1077701790308637e-07,4.0187584780331553e-07,4.018693411668975e-07,4.018736426916634e-07,4.019279376609139e-07,4.018809263457792e-07,4.0187101434219274e-07,4.019201640457741e-07,4.018766628387755e-07,4.0187895647968505e-07,4.0187876257807426e-07,4.0186935578320137e-07,4.018753284414794e-07
220,TCGA-97-7554-01A-11R-2039-07,5.105539827252359e-07,0.00010230855474316023,5.105548431129635e-07,0.4700223235379027,5.105589860191727e-07,5.105540576903418e-07,5.10574754367172e-07,5.105495144271722e-07,5.105508632369628e-07,5.105623024113617e-07,0.007554313159729721,5.105469723948432e-07,5.105491411464934e-07,5.10555928150822e-07,0.00016469790458365464,0.005375852508329187,5.105748193766293e-07,5.105533513952714e-07,0.17127200703463785,5.105856418489093e-07,5.105507090831241e-07,5.105511024138023e-07,5.105981353880841e-07,5.105514368458491e-07,5.10581893788416e-07,5.105535642925524e-07,5.105498033838951e-07,5.105487424399311e-07,5.105621296801869e-07,5.105555666977961e-07,5.105527204366527e-07,5.105541600291995e-07,5.105537101055969e-07,5.105544642638788e-07,0.10054402144396224,5.105538716834723e-07,0.23995633974889005,5.105667638357767e-07,5.105540427249402e-07,5.105557714060203e-07,5.105516285330283e-07,5.105583137156543e-07,0.004797503082464876,5.105481154653696e-07,0.0001825431463372466,5.105655266511834e-07,5.105498954025739e-07,5.105461097562973e-07,5.105531430443343e-07,5.10545924733349e-07,5.105468354730504e-07,5.105505642141433e-07,5.196613744561659e-07,5.105563686817673e-07,5.10549406703656e-07,5.105539510279194e-07,5.106544165652247e-07,5.105647213148184e-07,5.105513149204308e-07,5.10606284161369e-07,5.105611435517683e-07,5.105616121642888e-07,5.10563501118024e-07,5.105478456318947e-07,5.105566751762197e-07
