i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
657,GTEX-11WQC-0626-SM-5EQMF,3.8777299525928557e-07,5.591384271533907e-06,3.8777302560538345e-07,0.442421424640713,3.8777612713991785e-07,3.877714714377691e-07,3.877935380251637e-07,3.877676516427965e-07,3.8776859476342626e-07,3.877758747927627e-07,0.20689362740909237,3.8776664041260576e-07,3.8776897310204483e-07,3.877741720332983e-07,7.606818262997056e-06,0.0016718407196551432,3.877848701424714e-07,3.8777102211856665e-07,0.005808400950904493,3.877951544388235e-07,3.8777011306628686e-07,3.8777140994944353e-07,3.8782443088143245e-07,3.8776903491297915e-07,3.877958784424219e-07,3.877712897271303e-07,3.8776728611272567e-07,3.877673005903855e-07,3.877756529277487e-07,3.877726206984992e-07,3.8777624771089224e-07,3.87771671124327e-07,3.877725971058661e-07,3.8777241229962223e-07,0.014754654362470868,3.877721235094427e-07,0.24006979474419535,3.8778268731494824e-07,3.877727742810454e-07,3.8777158752334124e-07,3.877705618715561e-07,3.877739838930499e-07,0.08833505120306422,3.8776722151300933e-07,1.0668713624248267e-05,3.8778134611758766e-07,3.8776819311433907e-07,3.8776645402961416e-07,3.877701590871891e-07,3.8776513017391074e-07,3.877655442977637e-07,3.877692892902597e-07,3.991188697073876e-07,3.8777226111220035e-07,3.8776890325732234e-07,3.877714599440704e-07,3.878355508508095e-07,3.8777765694215625e-07,3.877699239450751e-07,3.878281120830642e-07,3.8777702872387003e-07,3.877762859606241e-07,3.8778161810188725e-07,3.877664953895678e-07,3.8777446737919213e-07
658,GTEX-XMD2-1026-SM-4WWE8,1.7100718766842354e-07,0.00016052348334455083,1.710075520706281e-07,0.10563386646377267,1.7100870515505677e-07,1.7100690871753543e-07,1.7101780614743724e-07,1.7100510898220242e-07,1.7100578093445385e-07,1.7100995499598233e-07,0.23979640241352268,1.7100452833837415e-07,1.71005726962957e-07,1.710077987016638e-07,0.00023679792423083218,0.004846609056747181,1.7101390936242476e-07,1.7100663774262086e-07,0.01731528748163473,1.7101759975067157e-07,1.710063534684625e-07,1.7100636207906344e-07,1.7102814679124107e-07,1.7100618538936138e-07,1.710208241206651e-07,1.7100648958109577e-07,1.7100557504255828e-07,1.710051704329003e-07,1.7101014403735358e-07,1.7100734960183844e-07,1.7100924369333125e-07,1.7100686337339266e-07,1.710069732610711e-07,1.7100704183456031e-07,0.029488761519672675,1.710071565661381e-07,0.5246823904073061,1.710118099561767e-07,1.7100709802874888e-07,1.7100713109330115e-07,1.7100670313716457e-07,1.71007762327427e-07,0.07752367517953879,1.7100485902622624e-07,0.0003062730938007933,1.7101047064554e-07,1.7100575871723112e-07,1.7100424216933924e-07,1.7100631851461437e-07,1.710042217021289e-07,1.710046371516307e-07,1.7100608566545675e-07,1.7846851446943944e-07,1.7100759057678765e-07,1.710051035466741e-07,1.7100715698723704e-07,1.7104128461772858e-07,1.7101032661373346e-07,1.7100605708519546e-07,1.7103519988838084e-07,1.7100944236802034e-07,1.7100869687322943e-07,1.710121394873269e-07,1.7100486425494807e-07,1.7100786922874487e-07
659,GTEX-R55C-0526-SM-3GIKA,1.2573022720516817e-07,0.0741757241956845,1.257302320022343e-07,0.06931521630236549,1.257310805781988e-07,1.2572944042248128e-07,1.2573794141359733e-07,1.2572815509984552e-07,1.257288736443395e-07,1.2573320696631788e-07,0.017383486967885442,1.2572781555554767e-07,1.257285232791109e-07,1.257303862625725e-07,0.092366454586467,0.23928799588115865,1.257383398321481e-07,1.2572914443017118e-07,0.14916643632422968,1.257406497497446e-07,1.2572930797439457e-07,1.2572920363332793e-07,1.257416159469143e-07,1.2572938285208723e-07,1.2574108856872094e-07,1.257302279457433e-07,1.2572876434192006e-07,1.2572849819699065e-07,1.2573390984636278e-07,1.25729889745372e-07,1.2573017510621941e-07,1.2573031016848305e-07,1.257297214788032e-07,1.2572998922919342e-07,0.005517567934911339,1.2573004463249433e-07,0.2284590825932866,1.2573428512950412e-07,1.2572997978200052e-07,1.257299795741435e-07,1.2572949924754843e-07,1.2573180499832786e-07,0.040649914741616486,1.2572802354276246e-07,0.08367120058124206,1.257328650832978e-07,1.2572851989994397e-07,1.2572760950408382e-07,1.2572917963549474e-07,1.2572738637550182e-07,1.25727752883623e-07,1.2572879444998154e-07,1.3036008863750115e-07,1.2573017621164262e-07,1.257286064342671e-07,1.2572980440738532e-07,1.257702399238375e-07,1.2573340635119733e-07,1.257289613045796e-07,1.2575195891211934e-07,1.25732637971467e-07,1.2573118829833842e-07,1.2573393149003672e-07,1.2572816084018966e-07,1.2573016574415028e-07
660,GTEX-13O61-0726-SM-5J2MD,5.4922309706945447e-08,0.2147164584336241,5.4922197514435336e-08,0.008012315852927825,5.4922478948684955e-08,5.492198731254896e-08,5.492810601095725e-08,5.4921452071504593e-08,5.492168305011267e-08,5.49234406452733e-08,0.005198698155162125,5.492124418818559e-08,5.492157311528294e-08,5.492233646420289e-08,0.20569248486194436,0.17515354468524721,5.492545333445445e-08,5.4921854688223964e-08,0.019092459419172345,5.492611925363978e-08,5.492194929582793e-08,5.492194384319116e-08,5.4925580953497746e-08,5.492292025189972e-08,5.492616847103695e-08,5.492218604245317e-08,5.492165497125665e-08,5.492149498998298e-08,5.492378964773385e-08,5.492214277699292e-08,5.492200658308917e-08,5.4922233852307056e-08,5.4922080094654045e-08,5.4922239079621786e-08,0.002882651731903623,5.492220216984783e-08,0.01327784873024566,5.492417188752345e-08,5.492225721397794e-08,5.492276194466322e-08,5.492195873095133e-08,5.492357938143676e-08,0.15037429461861943,5.492133558400106e-08,0.205596221491991,5.492320836793879e-08,5.49216231317229e-08,5.4921227736242674e-08,5.4921789258899554e-08,5.492113236038619e-08,5.492119095184822e-08,5.492165084594385e-08,5.61773187467801e-08,5.4922077194572006e-08,5.492154863664372e-08,5.492198259901769e-08,5.4937720383333636e-08,5.492338099052612e-08,5.492170717788998e-08,5.492945287834134e-08,5.4923187244796484e-08,5.492264562115357e-08,5.492382731551565e-08,5.4921366331896364e-08,5.49222305838377e-08
661,GTEX-WFJO-0326-SM-3GIL3,2.7240284898447942e-08,0.2620039550221292,2.7240277434564318e-08,0.005929847718546891,2.724043543937078e-08,2.7240141919950278e-08,2.7241395441154184e-08,2.7239932525780233e-08,2.7240052584287097e-08,2.724090141173662e-08,0.0014978165259585956,2.723983903154977e-08,2.723998334322799e-08,2.7240301935154428e-08,0.27792962312973624,0.15771155540587076,2.7241817228171235e-08,2.724012340489989e-08,0.011822172336026374,2.724219462909981e-08,2.7240133547960596e-08,2.7240106307717446e-08,2.724206731232457e-08,2.7240150794603165e-08,2.7242249745656302e-08,2.7240263818558197e-08,2.724005238923683e-08,2.7239980985042055e-08,2.7241009642771308e-08,2.7240242280115806e-08,2.724022289033641e-08,2.7240303339512608e-08,2.724019339395596e-08,2.724025051233298e-08,0.0005257413053862924,2.724025060575888e-08,0.0163168767502642,2.7241019470362893e-08,2.7240231620391182e-08,2.7240287587061777e-08,2.7240160775357892e-08,2.7240685353778283e-08,0.0029047336743504297,2.7239902420758967e-08,0.2633561791961279,2.7240820644123737e-08,2.7240002327192057e-08,2.723980576382682e-08,2.724010861412554e-08,2.7239786772313397e-08,2.7239846956138644e-08,2.7240029706018386e-08,2.7942036588023452e-08,2.7240311917346053e-08,2.723996575171605e-08,2.724022668070316e-08,2.7247639023638123e-08,2.7240892528687354e-08,2.7240057252931826e-08,2.7244233642764798e-08,2.7240722914105042e-08,2.724052581855671e-08,2.7240920807210937e-08,2.723992473974119e-08,2.724029866351588e-08
662,GTEX-13O3P-1026-SM-5N9E7,1.5700988010277817e-07,3.6863825662485946e-07,1.5700990708161836e-07,0.014384894885999278,1.5701079880812024e-07,1.570099890279093e-07,1.5702448571889542e-07,1.570083466370084e-07,1.570086212494345e-07,1.5701103005163987e-07,0.8606564090660817,1.5700779673262998e-07,1.570089665808838e-07,1.5701057087877906e-07,4.5866635122159146e-07,8.107538133352142e-05,1.5701317518769414e-07,1.570092004964963e-07,0.002417406062536863,1.5701568218021478e-07,1.5700925298771788e-07,1.5700923242429913e-07,1.570232715196687e-07,1.5700953456311227e-07,1.5702158504170247e-07,1.57009436876671e-07,1.5700818074519496e-07,1.5700805421610474e-07,1.5701115700345572e-07,1.5700998894708775e-07,1.5701257329246077e-07,1.5700924218420757e-07,1.5700975608805695e-07,1.5700968685452914e-07,0.014423059845214558,1.5700985155704787e-07,0.011773499109353878,1.5701331898948543e-07,1.5701012292011987e-07,1.5701012460132447e-07,1.5700924973813914e-07,1.5701064856209773e-07,0.09625352564924425,1.5700798405383706e-07,6.481902739294988e-07,1.570118561398997e-07,1.5700870982165124e-07,1.5700768164680522e-07,1.570091117250307e-07,1.5700787021792813e-07,1.5700770885862703e-07,1.570091496320405e-07,1.758958576816193e-07,1.57009696795464e-07,1.5700824164130937e-07,1.5700936024833128e-07,1.570282873714393e-07,1.5701132043629203e-07,1.5700955655454583e-07,1.570260117772943e-07,1.5701093577743353e-07,1.5701076739034121e-07,1.570140179639849e-07,1.5700786504158433e-07,1.570106435377699e-07
663,GTEX-TML8-0326-SM-4GICN,4.956640648986283e-08,0.23608443365418255,4.9566424729803294e-08,0.02079723745600376,4.956670860252986e-08,4.956610499879532e-08,4.956850382163518e-08,4.95656627316596e-08,4.956589010433805e-08,4.956746873289847e-08,0.005617739571064982,4.956546272615494e-08,4.9565788593030524e-08,4.956651883018994e-08,0.23656462881285578,0.2141256943113997,4.956951391175504e-08,4.9566014763275345e-08,0.0176201037391747,4.957030213849262e-08,4.956608759744718e-08,4.956605869498803e-08,4.95704941283247e-08,4.9565968696671277e-08,4.957055674017519e-08,4.956623693139308e-08,4.956585454108944e-08,4.9565706605507154e-08,4.9567667423132464e-08,4.9566299084230016e-08,4.956646251121884e-08,4.9566337381691065e-08,4.956620923435301e-08,4.9566316193477185e-08,0.0012541869535025816,4.956631047529657e-08,0.02581704162017155,4.9567907727920776e-08,4.956637149620372e-08,4.9566344040100187e-08,4.9566096997630184e-08,4.956698107199432e-08,0.007558438364602582,4.956560067672321e-08,0.23455776674612658,4.9567455751224494e-08,4.956576424285939e-08,4.9565434981443894e-08,4.9565990078800976e-08,4.956536094621387e-08,4.9565415854522304e-08,4.956585437399787e-08,5.21497492196275e-08,4.956631034050595e-08,4.9565776811514894e-08,4.956622214959791e-08,4.958109103770596e-08,4.956749904555132e-08,4.956597920900771e-08,4.9574469771332413e-08,4.956728723171882e-08,4.9566782142504e-08,4.9567765475226775e-08,4.95656006348211e-08,4.9566466607955494e-08
664,GTEX-RWS6-0226-SM-2XCA9,1.2109431477601282e-07,0.22009229426909088,1.208186583447287e-07,0.01904541609165944,1.2385464729829007e-07,1.136323283150733e-07,1.4626129206753252e-07,1.0891294716055119e-07,1.133285077104776e-07,1.4788300257231087e-07,0.004401386225854316,1.0721739228192065e-07,1.1010620206745831e-07,1.2085728983363826e-07,0.21843395879413136,0.1980571984945401,1.9360729025984661e-07,1.1323052747692313e-07,0.019813215491533972,1.9480570937508023e-07,1.1819729122750785e-07,1.148871631705692e-07,1.555062427702782e-07,1.1447019220139562e-07,1.9988382448691987e-07,1.1793922718899968e-07,1.1737344523927891e-07,1.1263102055913556e-07,1.5609550913053385e-07,1.1603487254112575e-07,1.1810162276384789e-07,1.2126923711636058e-07,1.1546350813809216e-07,1.1908372959081676e-07,0.0031179082187841496,1.2056894882471283e-07,0.08571753337011989,1.4653531957632805e-07,1.1846279676295985e-07,1.1731338006472106e-07,1.1813455349011857e-07,1.3318181892850736e-07,0.008696045392713975,1.0830747342547668e-07,0.22261765924480464,1.310157701804444e-07,1.1075683359263e-07,1.0609650342042481e-07,1.1327313502587147e-07,1.053976966238944e-07,1.0794134024883924e-07,1.1142560944252258e-07,6.783152157323921e-08,1.179356134367787e-07,1.1098526283663413e-07,1.195159970716037e-07,4.569257120702274e-07,1.4200926809054513e-07,1.1120193895258472e-07,3.4480073842406524e-07,1.384593305898206e-07,1.2099648422104777e-07,1.4543653639169788e-07,1.1011907858487105e-07,1.1723110968809289e-07
665,GTEX-YB5E-0726-SM-4VDSH,4.499726296169598e-08,0.24729742211144276,4.499722496330489e-08,0.016430411567597784,4.499749284149109e-08,4.4996963780617796e-08,4.4999955777641495e-08,4.499652914907657e-08,4.499674340073749e-08,4.499825329084923e-08,0.018957399558958112,4.499633715824942e-08,4.4996663485690635e-08,4.49973058468428e-08,0.24158482393899539,0.17465653464326114,4.4999965056119246e-08,4.49968426468647e-08,0.014260420740242256,4.500062521032851e-08,4.4997025287664036e-08,4.499698970905384e-08,4.5000486548454e-08,4.499684761158047e-08,4.500117820020727e-08,4.499704976281221e-08,4.499668606990408e-08,4.499656382352766e-08,4.4998397763368e-08,4.4997122511699117e-08,4.49972935262085e-08,4.499713118536522e-08,4.4997043474915346e-08,4.499721799811814e-08,0.003251346858557152,4.499713130187391e-08,0.021510738723829092,4.499887193788919e-08,4.49972507002362e-08,4.499718791560374e-08,4.499692904635868e-08,4.499835661930984e-08,0.018208230923216814,4.499644758186912e-08,0.24384018855976625,4.4998252313881404e-08,4.4996636207110606e-08,4.499629803055551e-08,4.499681331085043e-08,4.499630766511507e-08,4.499628694759755e-08,4.499678160367044e-08,5.2491381458556297e-08,4.49971411065169e-08,4.4996574601792364e-08,4.499698833988469e-08,4.501037705511527e-08,4.4998106062240614e-08,4.499690323110308e-08,4.5003974876282036e-08,4.499807424723711e-08,4.499756095667595e-08,4.4998561796714214e-08,4.4996451109113285e-08,4.4997288335640195e-08
666,GTEX-111FC-1126-SM-5GZWU,1.4257839952510792e-07,1.584141319482046e-05,1.4257857763275092e-07,0.06272926807183542,1.4257936373376414e-07,1.4257836927181823e-07,1.4259289453955241e-07,1.425768028681591e-07,1.4257716091362085e-07,1.425797672280184e-07,0.28066228481711625,1.4257642819626795e-07,1.425772359613619e-07,1.4257885810419197e-07,1.0833269039751143e-05,0.0007231886247796484,1.425823395735706e-07,1.4257793737244635e-07,0.009968890115530028,1.4258540093405052e-07,1.4257762234914312e-07,1.4257833240340673e-07,1.4259146318285704e-07,1.425785041616255e-07,1.425865241121411e-07,1.4257823685951364e-07,1.4257663880775188e-07,1.425765319552367e-07,1.4257985412913046e-07,1.4257861027303515e-07,1.4257938240375388e-07,1.4257822053382796e-07,1.4257857546835603e-07,1.4257849919113405e-07,0.014599321532643322,1.425783367947368e-07,0.039702037838767655,1.4258243465373803e-07,1.4257867719230704e-07,1.42578982585457e-07,1.425777725917024e-07,1.4258138928738397e-07,0.5915649240089286,1.4257662016587668e-07,1.5566475467503005e-05,1.425813273532833e-07,1.4257708795458728e-07,1.425763009398765e-07,1.4257768869554246e-07,1.4257587999771905e-07,1.4257607651929015e-07,1.4257739244173182e-07,1.445168243832721e-07,1.4257827090680046e-07,1.4257695103218688e-07,1.4257789555975835e-07,1.4259981971810355e-07,1.425802274537339e-07,1.425773518137733e-07,1.4259576201727913e-07,1.4257999579711947e-07,1.4257986965695002e-07,1.4258194322688834e-07,1.4257634301057623e-07,1.4257894361610694e-07
667,GTEX-P4PQ-0526-SM-2HMKR,3.0598930989900194e-08,0.25300933324540237,3.059886522116867e-08,0.0027727627529270066,3.059902340596381e-08,3.059873011749666e-08,3.060065518409788e-08,3.0598436357671025e-08,3.0598596859706464e-08,3.0599561423857575e-08,0.0021633911254021376,3.0598360711698274e-08,3.059852212765041e-08,3.059891643394058e-08,0.2955001938540844,0.15584079611936716,3.060060019240233e-08,3.0598640811256836e-08,0.02139929072019684,3.0600970803514116e-08,3.0598717613253754e-08,3.059865333230369e-08,3.0600997041446645e-08,3.0598720466399606e-08,3.060125004828373e-08,3.059898032131285e-08,3.059857877639235e-08,3.059849431529607e-08,3.059968085440454e-08,3.059880096754088e-08,3.059887823579614e-08,3.059895557394119e-08,3.059875921832885e-08,3.059881634614249e-08,0.0005902901148345662,3.059884845851965e-08,0.008482510205537459,3.059974691581378e-08,3.059885524283107e-08,3.0598829306970573e-08,3.0598714649211205e-08,3.0599267326022754e-08,0.006049872514330635,3.0598406107979447e-08,0.25418987547768696,3.059939254796856e-08,3.059854212976805e-08,3.059833024700083e-08,3.059864416445036e-08,3.059831590957017e-08,3.0598350501749925e-08,3.0598603708342986e-08,3.150937747611024e-08,3.059887312358976e-08,3.0598512994433824e-08,3.059877233843738e-08,3.0607561476965206e-08,3.059957967582136e-08,3.059866141427186e-08,3.060350883636798e-08,3.0599338139589564e-08,3.0599076200111824e-08,3.059967880356439e-08,3.059847120867006e-08,3.059887779716738e-08
668,GTEX-12WSJ-0226-SM-5GCP7,5.223200535096501e-08,0.22998309913379422,5.223225505333146e-08,0.01912131148087016,5.22326435414513e-08,5.2233222578213945e-08,5.223398510674725e-08,5.223203961408656e-08,5.223286339867134e-08,5.223311480423259e-08,0.004073126050422275,5.22315417148634e-08,5.2231466628076336e-08,5.223275174412701e-08,0.24466960825506273,0.1892359826388943,5.2234966537070994e-08,5.2231500699206064e-08,0.02831746028787831,5.223562291661527e-08,5.22316491525107e-08,5.223226187636162e-08,5.5984063113847075e-08,5.223152062338737e-08,5.223608080305593e-08,5.223174357165005e-08,5.2232552117656825e-08,5.223113419433395e-08,5.223327624189593e-08,5.22323227754716e-08,5.223214549850726e-08,5.22319485704854e-08,5.223165181225115e-08,5.223208264193143e-08,0.0073666160387379975,5.223247211537124e-08,0.04092996275051353,5.223362256221334e-08,5.223196548632473e-08,5.223299813930991e-08,5.223160686385889e-08,5.2232324178243914e-08,0.003368391358253496,5.2231453748121755e-08,0.23293154988101517,5.223301881870972e-08,5.223139888876135e-08,5.2230924338963966e-08,5.223199901525445e-08,5.223151906688751e-08,5.2231099081665214e-08,5.2231700029304016e-08,6.780196550700877e-08,5.2231841040559034e-08,5.223120356302381e-08,5.223179360935833e-08,5.2248389062520694e-08,5.223303804409866e-08,5.223190452204758e-08,5.223973316342891e-08,5.22327689986943e-08,5.2232787650894174e-08,5.2233229926706433e-08,5.223128933666789e-08,5.223209864439438e-08
669,GTEX-139YR-0926-SM-5LZYB,2.658927318103459e-07,0.0035410503379562095,2.658927972017423e-07,0.35150604108593325,2.658939165476128e-07,2.6589057083975393e-07,2.65903422169114e-07,2.6588776775317985e-07,2.658893571766077e-07,2.6589718848207375e-07,0.06458141100606307,2.6588703243268543e-07,2.6588881182814076e-07,2.6589289893838665e-07,0.004103257161185528,0.09828173689224586,2.659086285421621e-07,2.658894664138216e-07,0.122138188465963,2.6591350376972073e-07,2.658906215980296e-07,2.658898348195928e-07,2.6591244737434135e-07,2.658897592239107e-07,2.6591749769397744e-07,2.658912154452097e-07,2.658883176145192e-07,2.65887951795053e-07,2.6589827747498237e-07,2.658916167671792e-07,2.658927454381875e-07,2.6589130537767466e-07,2.65890930574414e-07,2.6589182286899985e-07,0.08675887671455618,2.658912564514875e-07,0.24225567827002215,2.6590113822987825e-07,2.658932874678612e-07,2.6589272338480917e-07,2.658899490371302e-07,2.6589565151552603e-07,0.022118176152628285,2.6588735966695333e-07,0.004700406216645542,2.6589808038240005e-07,2.658886965876174e-07,2.658863829570537e-07,2.6588949337975147e-07,2.6588704263998477e-07,2.6588596505580505e-07,2.6588911986040065e-07,8.193378811328775e-07,2.6589173689428733e-07,2.65888726556957e-07,2.658904151061287e-07,2.659716673295517e-07,2.6589729253487334e-07,2.6589106939483686e-07,2.6592855464401783e-07,2.6589719990293434e-07,2.65893684083343e-07,2.6589975476216774e-07,2.65887546040974e-07,2.658926880603525e-07
670,GTEX-133LE-0526-SM-5N9EJ,1.1774882356890188e-07,0.08175559582682024,1.1774962690453051e-07,0.06010622531567345,1.1775069011756635e-07,1.1775391455465954e-07,1.1775880919290652e-07,1.1774985576907685e-07,1.177530113227279e-07,1.1775099755938623e-07,0.028426678737885527,1.1774835800603691e-07,1.1774765379835025e-07,1.1775169481733455e-07,0.08734964853462268,0.26753903697047343,1.1775565539757754e-07,1.1774710703481965e-07,0.10134030578918123,1.1775752604738064e-07,1.1774766399882314e-07,1.1775083420163809e-07,1.5550319055497574e-07,1.1774758380516468e-07,1.1775863103014915e-07,1.1774788384042961e-07,1.1775148221787532e-07,1.1774617688103116e-07,1.1775161900797443e-07,1.1774997025084933e-07,1.1774963044991997e-07,1.1774838915145157e-07,1.1774771946441467e-07,1.1774932191046053e-07,0.011043466726629876,1.1775097405918602e-07,0.08336606729262348,1.1775316619184997e-07,1.1774850843357317e-07,1.1775206592702504e-07,1.1774770788252781e-07,1.1775075018769693e-07,0.19172607892926014,1.1774776226769293e-07,0.087340349836378,1.1775126055678157e-07,1.1774681202268392e-07,1.1774616896214232e-07,1.1774912341297702e-07,1.1774799073944023e-07,1.1774626568274557e-07,1.1774811190222744e-07,1.4973728828843756e-07,1.1774798552549723e-07,1.1774669482556007e-07,1.1774786029423845e-07,1.1778606975835752e-07,1.1775065500851639e-07,1.1774864170720402e-07,1.1776609588419292e-07,1.1775055469206095e-07,1.1775078599104466e-07,1.1775178318432686e-07,1.1774685872181701e-07,1.1774868918053748e-07
671,GTEX-QDVJ-0926-SM-2I5FU,8.01109271860472e-08,0.16310709248216024,8.01109786481992e-08,0.04121543165136909,8.01113504417306e-08,8.011075420807208e-08,8.011950068526251e-08,8.010974119142547e-08,8.011028305651194e-08,8.011262933553577e-08,0.02237119287045268,8.010940308471244e-08,8.010986117535491e-08,8.011126398605151e-08,0.15220883368913143,0.16742484876902336,8.011574953198877e-08,8.011009772646333e-08,0.08267970134385869,8.01168801242503e-08,8.011036138080519e-08,8.011052345625886e-08,8.073012473821032e-08,8.011188524631614e-08,8.011738734300569e-08,8.011072492003696e-08,8.010997825745537e-08,8.010956502562576e-08,8.011302028722068e-08,8.011078097644157e-08,8.011039861522161e-08,8.01108682067617e-08,8.011059262656689e-08,8.011089517111651e-08,0.020015007700663424,8.011080580336701e-08,0.0288064606131136,8.01138360687641e-08,8.011117730632828e-08,8.011253010896969e-08,8.011028908719463e-08,8.0113106241207e-08,0.16429204242208073,8.010946924974015e-08,0.15787496913060206,8.011250032328441e-08,8.010984654137116e-08,8.010918676449413e-08,8.011019156500515e-08,8.010928047479732e-08,8.010906186415395e-08,8.010992614074432e-08,9.266126248747222e-08,8.011070380541831e-08,8.010971538050012e-08,8.011027574902221e-08,8.013661262341419e-08,8.011252916223366e-08,8.011035205867465e-08,8.012112790159687e-08,8.011220827830261e-08,8.011153584495059e-08,8.011318729616041e-08,8.010944150762403e-08,8.011085823826179e-08
672,GTEX-11EI6-0826-SM-5985V,2.3696661554256583e-07,4.225053579828802e-05,2.3696707173713235e-07,0.2003267914207396,2.36968423256487e-07,2.3696585779537025e-07,2.369796137251989e-07,2.3696355725839255e-07,2.3696390697737772e-07,2.3696959480209281e-07,0.30674446811644485,2.3696252393812014e-07,2.3696428161545405e-07,2.3696733860803986e-07,7.097163058614566e-05,0.0052160334175368524,2.3697606195176013e-07,2.3696573094239507e-07,0.01647587513844096,2.3698242231754248e-07,2.3696518772272085e-07,2.3696563706841465e-07,2.3699634634136873e-07,2.3696436389016108e-07,2.369849433970664e-07,2.3696570521428644e-07,2.3696392736875238e-07,2.369634324463374e-07,2.36969936237787e-07,2.3696656285957018e-07,2.3696947326327097e-07,2.369660699563844e-07,2.3696638348495396e-07,2.3696658974890968e-07,0.016340703664479813,2.3696641958032841e-07,0.34613057206430925,2.3697294585191556e-07,2.3696619082457247e-07,2.3696621145594963e-07,2.3696547635388559e-07,2.3696773061405032e-07,0.1085451146628607,2.3696335424656186e-07,9.418136493807073e-05,2.3697190973803275e-07,2.3696406793444443e-07,2.3696247421064958e-07,2.3696530318115358e-07,2.3696169581900355e-07,2.3696266022992539e-07,2.369646722621936e-07,2.4163556728403127e-07,2.3696621642081645e-07,2.3696391013090597e-07,2.3696637355244601e-07,2.3700988196994274e-07,2.3697042234604563e-07,2.3696433424303445e-07,2.3700476454630506e-07,2.3697038609225005e-07,2.3696925704253862e-07,2.369735547060001e-07,2.3696293809031652e-07,2.3696758712858105e-07
673,GTEX-X3Y1-0626-SM-3P5YS,9.345888497510723e-08,0.06584689228118547,9.345908603534161e-08,0.04566956914800729,9.345952263979296e-08,9.345881312193967e-08,9.346960445232177e-08,9.345772594430627e-08,9.3458063390908e-08,9.346097249375395e-08,0.0051336613708932236,9.345751940730604e-08,9.345781437425133e-08,9.345904943453859e-08,0.05834617696822559,0.0452055148993899,9.346425732214556e-08,9.345839819446915e-08,0.013464206619419496,9.34652018225046e-08,9.345846703351598e-08,9.345842190584837e-08,9.34530337071008e-08,9.345940214746271e-08,9.346500042591986e-08,9.345897450212636e-08,9.345799758651612e-08,9.345780777562465e-08,9.34616530782844e-08,9.345882910087794e-08,9.345840764426468e-08,9.345896555879879e-08,9.345882321306084e-08,9.345887375116214e-08,0.010083950242113142,9.34587759296041e-08,0.04725227032376024,9.346185682511933e-08,9.345900914882988e-08,9.345942813120249e-08,9.345858858325656e-08,9.346061214259636e-08,0.6481606348774314,9.345758970420201e-08,0.06083198282750499,9.346062530247673e-08,9.345802954765735e-08,9.345732089282298e-08,9.345826844325661e-08,9.345711695555564e-08,9.345729411820845e-08,9.345798620700023e-08,9.366781947406954e-08,9.345883258199183e-08,9.345784151858911e-08,9.345799382415721e-08,9.348304430232974e-08,9.346082679194178e-08,9.345764296331484e-08,9.340748784109583e-08,9.346060201842325e-08,9.345986544913183e-08,9.346160566140272e-08,9.345748050509298e-08,9.345895325922835e-08
674,GTEX-SE5C-0526-SM-2XCE1,4.880840627988085e-08,0.14734517902154906,4.880844043935982e-08,0.007203052179826865,4.880873289845946e-08,4.880826159400181e-08,4.881005549436406e-08,4.8807864170953046e-08,4.88082120498741e-08,4.8809669984697224e-08,0.35261071302449853,4.8807719616545226e-08,4.880784964466459e-08,4.880894838636167e-08,0.15261956563771992,0.10284330051986433,4.881113912249585e-08,4.8808179258511144e-08,0.016214488830586446,4.88117098884884e-08,4.8808241205899293e-08,4.880804447054438e-08,4.881175824933462e-08,4.880815946026065e-08,4.8813043881742987e-08,4.880834554893527e-08,4.8808155941004744e-08,4.8807982376872014e-08,4.880998016779795e-08,4.880839332309611e-08,4.8808258199334056e-08,4.8808514386807635e-08,4.8808231229720444e-08,4.880829447785514e-08,0.0018636786056738437,4.8808492093047457e-08,0.06536195696095745,4.8809781103602656e-08,4.8808318283366645e-08,4.8808472933770704e-08,4.880834613023981e-08,4.8808901777793604e-08,0.001808136114583814,4.88077467669458e-08,0.15212724372902606,4.880917913749301e-08,4.8808024653371083e-08,4.880756121649259e-08,4.880818810773903e-08,4.880763496947889e-08,4.880783249200472e-08,4.880805342221799e-08,4.967674889599875e-08,4.880846969269865e-08,4.880787640526762e-08,4.8808453935383816e-08,4.8829628055134905e-08,4.880967824937579e-08,4.8808458209778314e-08,4.881536615695683e-08,4.880919927066015e-08,4.880880993977021e-08,4.8809530440401474e-08,4.8807892356904474e-08,4.88084772243171e-08
